student_id,full_name,email,phone,age,grade,city,school,enrolled_course,join_date,last_active,xp_points,lessons_completed,streak_days,quizzes_attempted,quiz_avg_score,badge,island_level,subscription_plan,referral_code,score_html_css,score_javascript,score_react,score_nodejs,score_express,score_mongodb,weakest_topic,strongest_topic,w01_active_days,w02_active_days,w03_active_days,w04_active_days,w05_active_days,w06_active_days,w07_active_days,w08_active_days,w09_active_days,w10_active_days,w11_active_days,w12_active_days,w13_active_days,w14_active_days,w15_active_days,w16_active_days,w17_active_days,w18_active_days,xp_w01,xp_w02,xp_w03,xp_w04,xp_w05,xp_w06,xp_w07,xp_w08,xp_w09,xp_w10,xp_w11,xp_w12,xp_w13,xp_w14,xp_w15,xp_w16,xp_w17,xp_w18,avg_daily_study_minutes,peak_study_hour,total_study_hours,longest_streak_ever,avg_quiz_attempts_per_lesson,days_enrolled,badge_rank,topic_avg,final_performance,risk_level,total_active_days,recent_active_days,activity_consistency,xp_growth,recent_xp_growth,engagement_score,learning_velocity,consistency_score,predicted_next_xp,ai_recommended_focus,ai_improvement_tip
LK0265,Shreya Tiwari,shreya.tiwari56@gmail.com,9155866240,12,8th,Chandigarh,Amity International School,MERN Stack Basics - Batch 8,2024-01-19,2025-05-14,1817,9,20,38,73.4,Beginner,8,Free,LKSH9950,92.6,57.7,72.2,99.0,80.3,74.5,Javascript,Nodejs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5.0,5.0,4.0,61.0,123.0,187.0,252.0,322.0,392.0,464.0,538.0,619.0,713.0,836.0,964.0,1093.0,1225.0,1358.0,1493.0,1654.0,1817.0,5.0,18.0,1.8,26.0,4.22,481,0,79.38,75.79,Low Risk,22.0,15.0,1.222,1756.0,592.0,34.09,82.59,33.82,2429.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0266,Pranav Chauhan,pranav.chauhan55@gmail.com,9663289354,14,6th,Lucknow,Ryan International School,MERN Stack Basics - Batch 6,2024-06-04,2025-04-10,4057,73,44,38,75.7,Explorer,7,Pro,LKPR6255,60.3,77.7,79.9,82.4,57.6,76.1,Express,Nodejs,2.0,2.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,6.0,6.0,4.0,6.0,6.0,7.0,5.0,109.0,240.0,380.0,539.0,720.0,901.0,1085.0,1287.0,1524.0,1772.0,2022.0,2282.0,2556.0,2834.0,3133.0,3438.0,3747.0,4057.0,7.7,21.0,6.8,44.0,0.52,310,1,72.33,74.35,Medium Risk,53.0,24.0,2.944,3948.0,1223.0,53.21,76.55,59.79,5289.0,Express,Great work! Keep maintaining your current study habits.
LK0267,Ananya Dubey,ananya.dubey62@gmail.com,9897975117,12,6th,Delhi,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2025-02-13,2025-02-23,3985,19,7,0,30.6,Explorer,8,Free,LKAN1424,46.5,26.9,30.5,53.9,16.5,24.8,Express,Nodejs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,7.0,86.0,192.0,349.0,508.0,670.0,834.0,1002.0,1171.0,1350.0,1551.0,1784.0,2047.0,2325.0,2607.0,2931.0,3277.0,3630.0,3985.0,68.2,20.0,13.6,9.0,0.0,10,1,33.18,31.63,High Risk,12.0,8.0,0.667,3899.0,1378.0,25.27,332.08,0.0,5390.33,Express,Revise quiz topics daily. | Increase weekly activity — aim for 5 active days per week. | Focus on Express to boost topic scores.
LK0268,Pooja Gupta,pooja.gupta22@gmail.com,9308784139,11,7th,Pune,Modern School,MERN Stack Basics - Batch 7,2024-05-17,2025-05-23,1027,9,51,15,32.7,Innovator,8,Pro,LKPO2524,38.6,18.6,46.2,33.7,41.7,44.5,Javascript,React,2.0,3.0,2.0,2.0,3.0,1.0,2.0,1.0,3.0,1.0,6.0,4.0,4.0,7.0,6.0,4.0,4.0,3.0,25.0,51.0,82.0,114.0,148.0,191.0,240.0,293.0,348.0,405.0,465.0,528.0,596.0,667.0,745.0,832.0,925.0,1027.0,5.0,14.0,4.8,51.0,1.67,371,4,37.22,34.51,High Risk,58.0,17.0,3.222,1002.0,360.0,28.0,17.71,73.35,1403.0,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0269,Vedant Joshi,vedant.joshi24@gmail.com,9301237377,14,6th,Jaipur,Modern School,MERN Stack Basics - Batch 8,2024-11-05,2025-03-15,2177,36,11,32,78.2,Champion,6,Free,LKVE6301,81.8,37.1,72.8,91.7,78.8,84.5,Javascript,Nodejs,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,5.0,39.0,79.0,136.0,207.0,282.0,401.0,523.0,647.0,776.0,906.0,1038.0,1186.0,1338.0,1497.0,1658.0,1823.0,1998.0,2177.0,5.0,19.0,1.2,14.0,0.89,130,5,74.45,76.7,Low Risk,15.0,9.0,0.833,2138.0,680.0,30.24,145.13,16.93,2869.0,JavaScript,Increase weekly activity — aim for 5 active days per week.
LK0270,Diya Srivastava,diya.srivastava28@gmail.com,9775154523,13,8th,Bangalore,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2024-10-23,2025-05-19,3174,42,46,12,93.7,Builder,5,Basic,LKDI5064,86.4,99.0,89.0,94.7,82.3,97.5,Express,Javascript,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,7.0,6.0,5.0,7.0,5.0,4.0,6.0,72.0,144.0,260.0,389.0,527.0,677.0,828.0,988.0,1148.0,1314.0,1503.0,1715.0,1943.0,2175.0,2415.0,2661.0,2910.0,3174.0,5.0,18.0,4.1,61.0,0.29,208,3,91.48,92.81,Low Risk,49.0,22.0,2.722,3102.0,999.0,35.67,64.78,52.65,4186.0,Express,Great work! Keep maintaining your current study habits.
LK0271,Sanya Verma,sanya.verma35@gmail.com,9664314580,13,6th,Lucknow,St. Xavier's School,MERN Stack Basics - Batch 6,2025-05-23,2025-02-13,3840,37,99,9,80.8,Builder,9,Basic,LKSA6708,76.2,77.6,60.8,64.1,82.2,64.0,React,Express,5.0,1.0,2.0,6.0,4.0,5.0,4.0,7.0,4.0,6.0,5.0,4.0,6.0,5.0,5.0,7.0,5.0,5.0,80.0,170.0,271.0,408.0,574.0,746.0,927.0,1129.0,1344.0,1563.0,1813.0,2064.0,2324.0,2592.0,2865.0,3185.0,3511.0,3840.0,180.0,22.0,258.0,123.0,0.24,1,3,70.82,76.81,Low Risk,86.0,22.0,4.778,3760.0,1248.0,73.7,44.65,84.57,5140.0,React,Great work! Keep maintaining your current study habits.
LK0272,Deepa Iyer,deepa.iyer36@gmail.com,9287133561,14,6th,Jaipur,DAV Public School,MERN Stack Basics - Batch 7,2025-03-15,2025-02-21,4465,60,90,27,90.9,Beginner,6,Pro,LKDE3638,99.0,88.1,99.0,99.0,72.8,99.0,Express,Html Css,1.0,5.0,2.0,1.0,2.0,4.0,7.0,4.0,4.0,6.0,4.0,7.0,6.0,5.0,7.0,4.0,5.0,5.0,98.0,200.0,321.0,444.0,578.0,718.0,889.0,1077.0,1322.0,1572.0,1865.0,2166.0,2505.0,2845.0,3220.0,3601.0,4031.0,4465.0,180.0,17.0,237.0,115.0,0.45,1,0,92.82,91.67,Low Risk,79.0,21.0,4.389,4367.0,1620.0,85.83,56.52,78.81,6125.0,Express,Great work! Keep maintaining your current study habits.
LK0273,Ananya Singh,ananya.singh14@gmail.com,9896599980,13,7th,Noida,DAV Public School,MERN Stack Basics - Batch 6,2024-12-27,2025-06-08,1178,62,9,40,93.0,Builder,8,Pro,LKAN9144,98.4,95.8,99.0,99.0,81.8,92.0,Express,React,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,4.0,6.0,27.0,59.0,93.0,129.0,166.0,204.0,242.0,283.0,324.0,374.0,449.0,529.0,627.0,728.0,830.0,940.0,1055.0,1178.0,5.0,18.0,1.3,12.0,0.65,163,3,94.33,93.53,Low Risk,16.0,11.0,0.889,1151.0,450.0,28.71,73.62,12.28,1642.0,Express,Great work! Keep maintaining your current study habits.
LK0274,Aman Joshi,aman.joshi49@gmail.com,9153640853,11,6th,Bhopal,St. Xavier's School,MERN Stack Basics - Batch 7,2024-09-16,2025-06-13,4520,28,12,8,46.3,Coder,3,Pro,LKAM5722,24.8,28.3,58.6,42.8,34.2,19.1,Mongodb,React,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,96.0,196.0,300.0,441.0,596.0,758.0,933.0,1112.0,1298.0,1556.0,1831.0,2136.0,2498.0,2893.0,3292.0,3692.0,4105.0,4520.0,5.0,18.0,1.3,13.0,0.29,270,2,34.63,41.63,High Risk,16.0,9.0,0.889,4424.0,1627.0,30.26,282.5,18.51,6157.33,MongoDB,Revise quiz topics daily. | Increase weekly activity — aim for 5 active days per week. | Focus on MongoDB to boost topic scores.
LK0275,Rohan Rao,rohan.rao87@gmail.com,9832583003,12,7th,Lucknow,Delhi Public School,MERN Stack Basics - Batch 6,2024-09-09,2025-04-19,1345,14,74,26,62.8,Beginner,8,Free,LKRO3832,59.5,38.8,81.8,52.3,41.0,68.1,Javascript,React,2.0,2.0,4.0,0.0,0.0,2.0,1.0,4.0,7.0,7.0,7.0,6.0,6.0,4.0,4.0,5.0,4.0,4.0,28.0,64.0,100.0,154.0,218.0,284.0,353.0,428.0,507.0,592.0,680.0,769.0,860.0,953.0,1046.0,1144.0,1243.0,1345.0,5.0,10.0,5.8,87.0,1.86,222,0,56.92,60.45,Medium Risk,69.0,17.0,3.833,1317.0,392.0,41.73,19.49,71.08,1743.67,JavaScript,Focus on JavaScript to boost topic scores.
LK0276,Aman Kumar,aman.kumar65@gmail.com,9410632996,11,7th,Bhopal,Bal Bharati Public School,MERN Stack Basics - Batch 6,2024-07-28,2025-03-12,2679,0,2,10,81.8,Beginner,7,Free,LKAM1718,99.0,72.9,74.9,64.4,80.7,77.5,Nodejs,Html Css,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,65.0,144.0,257.0,370.0,489.0,613.0,737.0,873.0,1028.0,1190.0,1363.0,1543.0,1724.0,1907.0,2094.0,2281.0,2470.0,2679.0,8.8,13.0,0.7,2.0,10.0,227,0,78.23,80.37,Low Risk,5.0,2.0,0.278,2614.0,772.0,19.13,535.8,0.0,3459.0,Node.js,Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0277,Aman Shukla,aman.shukla33@gmail.com,9315382693,14,7th,Chennai,Springdales School,MERN Stack Basics - Batch 7,2025-01-26,2025-01-20,833,10,87,13,97.2,Coder,3,Basic,LKAM2778,83.9,96.8,98.9,75.9,99.0,93.1,Nodejs,Express,0.0,2.0,5.0,0.0,3.0,7.0,6.0,6.0,7.0,4.0,7.0,7.0,7.0,4.0,7.0,4.0,6.0,3.0,19.0,44.0,74.0,105.0,138.0,176.0,217.0,261.0,306.0,353.0,400.0,449.0,499.0,554.0,612.0,675.0,753.0,833.0,180.0,20.0,255.0,102.0,1.3,1,2,91.27,94.83,Low Risk,85.0,20.0,4.722,814.0,279.0,59.83,9.8,75.6,1127.67,Node.js,Great work! Keep maintaining your current study habits.
LK0278,Aarush Gupta,aarush.gupta43@gmail.com,9648890895,14,6th,Chennai,St. Xavier's School,MERN Stack Basics - Batch 7,2025-04-30,2025-02-27,415,9,21,29,97.0,Innovator,5,Free,LKAA2509,87.1,99.0,98.2,85.9,99.0,83.0,Mongodb,Javascript,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,7.0,3.0,8.0,17.0,25.0,37.0,52.0,68.0,86.0,105.0,126.0,151.0,178.0,210.0,242.0,273.0,306.0,338.0,377.0,415.0,180.0,12.0,66.0,28.0,3.22,1,4,92.03,95.01,Low Risk,22.0,15.0,1.222,407.0,142.0,38.91,18.86,23.4,560.33,MongoDB,Great work! Keep maintaining your current study habits.
LK0279,Aarav Srivastava,aarav.srivastava80@gmail.com,9858593177,12,8th,Jaipur,Delhi Public School,MERN Stack Basics - Batch 7,2025-05-26,2025-02-03,319,28,32,12,58.6,Coder,1,Pro,LKAA2340,63.2,83.4,46.4,70.7,47.7,84.6,React,Mongodb,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,7.0,7.0,5.0,4.0,4.0,8.0,16.0,25.0,37.0,50.0,66.0,83.0,100.0,118.0,136.0,155.0,176.0,198.0,221.0,244.0,267.0,293.0,319.0,180.0,15.0,105.0,40.0,0.43,1,2,66.0,61.56,Medium Risk,35.0,20.0,1.944,311.0,98.0,41.48,9.11,40.94,419.0,React,Revise quiz topics daily.
LK0280,Ananya Yadav,ananya.yadav97@gmail.com,9911446555,12,6th,Indore,St. Xavier's School,MERN Stack Basics - Batch 7,2024-06-12,2025-01-28,2756,18,57,47,52.5,Coder,2,Free,LKAN4836,53.1,61.9,58.6,42.9,62.8,32.1,Mongodb,Express,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,7.0,5.0,6.0,5.0,4.0,5.0,4.0,7.0,62.0,126.0,199.0,304.0,417.0,540.0,664.0,793.0,937.0,1087.0,1245.0,1421.0,1612.0,1808.0,2022.0,2247.0,2500.0,2756.0,5.0,15.0,4.4,72.0,2.61,230,2,51.9,52.26,High Risk,53.0,20.0,2.944,2694.0,948.0,54.21,52.0,54.9,3734.67,MongoDB,Revise quiz topics daily. | Focus on MongoDB to boost topic scores.
LK0281,Nikhil Bhatia,nikhil.bhatia36@gmail.com,9451972401,14,6th,Mumbai,Ryan International School,MERN Stack Basics - Batch 7,2025-01-24,2025-01-07,2626,12,48,43,75.4,Innovator,1,Free,LKNI2981,87.3,99.0,99.0,54.6,75.1,71.7,Nodejs,Javascript,1.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,4.0,4.0,7.0,4.0,7.0,7.0,7.0,55.0,120.0,189.0,259.0,330.0,446.0,564.0,685.0,828.0,995.0,1170.0,1353.0,1536.0,1734.0,1932.0,2146.0,2367.0,2626.0,180.0,15.0,150.0,59.0,3.58,1,4,81.12,77.69,Low Risk,50.0,25.0,2.778,2571.0,892.0,72.96,52.52,53.7,3551.33,Node.js,Great work! Keep maintaining your current study habits.
LK0282,Ananya Chauhan,ananya.chauhan66@gmail.com,9668796594,13,6th,Gurugram,Ryan International School,MERN Stack Basics - Batch 6,2024-04-22,2025-05-31,1944,32,111,5,93.3,Champion,8,Free,LKAN9337,86.1,93.4,99.0,93.4,99.0,85.1,Mongodb,React,2.0,3.0,7.0,6.0,7.0,5.0,6.0,6.0,5.0,4.0,7.0,5.0,6.0,5.0,5.0,7.0,5.0,7.0,39.0,82.0,138.0,200.0,264.0,346.0,445.0,548.0,653.0,775.0,900.0,1029.0,1171.0,1315.0,1462.0,1614.0,1778.0,1944.0,10.3,22.0,16.8,139.0,0.16,404,5,92.67,93.05,Low Risk,98.0,24.0,5.444,1905.0,629.0,41.42,19.84,87.3,2586.67,MongoDB,Great work! Keep maintaining your current study habits.
LK0283,Kritika Patel,kritika.patel30@gmail.com,9755003419,14,6th,Kolkata,Kendriya Vidyalaya,MERN Stack Basics - Batch 7,2024-07-05,2025-06-24,905,47,23,4,87.4,Explorer,8,Free,LKKR4840,99.0,99.0,83.9,85.2,99.0,68.1,Mongodb,Html Css,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,5.0,7.0,3.0,24.0,59.0,99.0,140.0,184.0,228.0,277.0,328.0,379.0,431.0,483.0,537.0,594.0,652.0,712.0,774.0,838.0,905.0,8.0,13.0,3.6,26.0,0.09,354,1,89.03,88.05,Low Risk,27.0,22.0,1.5,881.0,253.0,13.81,33.52,22.82,1162.33,MongoDB,Great work! Keep maintaining your current study habits.
LK0284,Aman Nair,aman.nair22@gmail.com,9107296422,14,6th,Mumbai,Delhi Public School,MERN Stack Basics - Batch 7,2024-08-02,2025-05-09,4029,65,111,26,85.4,Coder,7,Basic,LKAM1427,99.0,61.6,85.2,91.2,99.0,99.0,Javascript,Html Css,3.0,4.0,5.0,4.0,5.0,5.0,6.0,7.0,7.0,4.0,4.0,7.0,6.0,4.0,6.0,5.0,6.0,3.0,90.0,188.0,293.0,408.0,536.0,667.0,807.0,977.0,1174.0,1382.0,1626.0,1886.0,2177.0,2519.0,2878.0,3242.0,3615.0,4029.0,6.7,17.0,10.2,143.0,0.4,280,2,89.17,86.91,Low Risk,91.0,20.0,5.056,3939.0,1510.0,60.69,44.27,87.46,5563.67,JavaScript,Great work! Keep maintaining your current study habits.
LK0285,Ananya Rastogi,ananya.rastogi76@gmail.com,9203164829,11,8th,Bhopal,Amity International School,MERN Stack Basics - Batch 7,2024-11-09,2025-03-26,3291,69,32,44,69.0,Innovator,9,Pro,LKAN4367,83.3,44.7,74.8,68.5,91.5,61.9,Javascript,Express,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,5.0,6.0,7.0,70.0,179.0,297.0,427.0,583.0,745.0,919.0,1096.0,1274.0,1455.0,1646.0,1838.0,2053.0,2294.0,2538.0,2784.0,3031.0,3291.0,26.2,15.0,17.0,38.0,0.64,137,4,70.78,69.71,Medium Risk,39.0,23.0,2.167,3221.0,997.0,51.59,84.38,43.34,4295.0,JavaScript,Great work! Keep maintaining your current study habits.
LK0286,Darsh Saxena,darsh.saxena11@gmail.com,9129591764,13,7th,Delhi,Springdales School,MERN Stack Basics - Batch 8,2025-02-18,2025-03-05,4204,58,8,8,50.8,Coder,6,Free,LKDA9980,47.6,26.5,61.0,45.9,77.1,48.2,Javascript,Express,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,83.0,209.0,337.0,465.0,607.0,753.0,931.0,1118.0,1368.0,1623.0,1889.0,2168.0,2472.0,2781.0,3095.0,3448.0,3825.0,4204.0,141.9,20.0,42.6,8.0,0.14,15,2,51.05,50.9,High Risk,18.0,12.0,1.0,4121.0,1423.0,37.89,233.56,8.71,5682.67,JavaScript,Revise quiz topics daily. | Focus on JavaScript to boost topic scores.
LK0287,Sneha Bajaj,sneha.bajaj68@gmail.com,9515608517,13,6th,Pune,St. Xavier's School,MERN Stack Basics - Batch 7,2024-06-24,2025-06-21,1723,32,89,44,98.2,Explorer,10,Free,LKSN7133,87.5,80.0,99.0,99.0,72.5,99.0,Express,React,2.0,0.0,2.0,0.0,5.0,4.0,4.0,7.0,4.0,7.0,5.0,5.0,6.0,5.0,4.0,4.0,5.0,6.0,39.0,82.0,125.0,170.0,221.0,286.0,368.0,460.0,554.0,655.0,759.0,870.0,986.0,1105.0,1236.0,1385.0,1543.0,1723.0,5.0,8.0,6.2,110.0,1.38,362,1,89.5,94.72,Low Risk,75.0,19.0,4.167,1684.0,618.0,56.89,22.97,76.25,2372.33,Express,Great work! Keep maintaining your current study habits.
LK0288,Kritika Kapoor,kritika.kapoor33@gmail.com,9671959684,14,8th,Hyderabad,Ryan International School,MERN Stack Basics - Batch 8,2024-12-05,2025-04-15,1363,59,109,16,95.4,Champion,7,Basic,LKKR7858,99.0,86.8,87.9,77.9,99.0,64.7,Mongodb,Html Css,4.0,4.0,4.0,5.0,4.0,5.0,7.0,4.0,5.0,6.0,4.0,5.0,5.0,4.0,7.0,4.0,4.0,6.0,28.0,63.0,100.0,144.0,190.0,237.0,298.0,360.0,436.0,511.0,587.0,665.0,768.0,878.0,991.0,1111.0,1237.0,1363.0,29.0,8.0,42.0,142.0,0.27,131,5,85.88,91.59,Low Risk,87.0,21.0,4.833,1335.0,485.0,50.31,15.67,89.51,1859.0,MongoDB,Great work! Keep maintaining your current study habits.
LK0289,Pooja Desai,pooja.desai84@gmail.com,9457135597,12,7th,Gurugram,Amity International School,MERN Stack Basics - Batch 6,2024-06-28,2025-03-25,2880,70,24,45,77.0,Champion,4,Pro,LKPO3469,71.4,93.1,72.2,89.7,82.6,64.8,Mongodb,Javascript,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,4.0,6.0,6.0,63.0,137.0,228.0,332.0,455.0,580.0,715.0,859.0,1035.0,1210.0,1390.0,1575.0,1778.0,1985.0,2194.0,2417.0,2642.0,2880.0,20.6,8.0,11.0,31.0,0.64,270,5,78.97,77.79,Low Risk,32.0,23.0,1.778,2817.0,895.0,46.32,90.0,37.42,3794.67,MongoDB,Great work! Keep maintaining your current study habits.
LK0290,Shaurya Mehta,shaurya.mehta16@gmail.com,9640059408,12,7th,Bangalore,Delhi Public School,MERN Stack Basics - Batch 8,2024-03-04,2025-01-25,4203,69,49,19,54.7,Builder,6,Free,LKSH4532,49.5,53.4,60.8,45.2,52.8,62.5,Nodejs,Mongodb,2.0,2.0,2.0,2.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,5.0,6.0,7.0,4.0,6.0,7.0,5.0,90.0,204.0,325.0,446.0,597.0,760.0,927.0,1108.0,1320.0,1533.0,1783.0,2055.0,2337.0,2670.0,3005.0,3398.0,3794.0,4203.0,5.0,16.0,4.7,62.0,0.28,327,3,54.03,54.43,High Risk,56.0,22.0,3.111,4113.0,1533.0,45.3,75.05,63.71,5800.33,Node.js,Revise quiz topics daily. | Focus on Node.js to boost topic scores.
LK0291,Ananya Saxena,ananya.saxena43@gmail.com,9207920493,12,7th,Indore,Springdales School,MERN Stack Basics - Batch 6,2025-04-09,2025-03-26,4487,38,10,6,71.3,Beginner,9,Pro,LKAN8583,87.7,71.3,63.1,76.2,66.8,65.1,React,Html Css,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0,6.0,82.0,191.0,303.0,422.0,569.0,790.0,1035.0,1303.0,1581.0,1863.0,2147.0,2432.0,2744.0,3076.0,3421.0,3766.0,4125.0,4487.0,180.0,7.0,60.0,13.0,0.16,1,0,71.7,71.46,Medium Risk,20.0,12.0,1.111,4405.0,1411.0,43.21,224.35,19.38,5908.33,React,Great work! Keep maintaining your current study habits.
LK0292,Neha Saxena,neha.saxena21@gmail.com,9216369123,13,6th,Chandigarh,DAV Public School,MERN Stack Basics - Batch 6,2024-11-03,2025-04-08,4024,62,97,34,95.4,Explorer,8,Free,LKNE3900,99.0,98.8,77.4,82.8,99.0,99.0,React,Html Css,0.0,1.0,5.0,2.0,5.0,4.0,7.0,7.0,4.0,6.0,7.0,7.0,4.0,7.0,7.0,7.0,7.0,7.0,72.0,163.0,276.0,438.0,615.0,796.0,982.0,1177.0,1400.0,1635.0,1872.0,2119.0,2404.0,2709.0,3028.0,3357.0,3686.0,4024.0,5.9,16.0,9.2,114.0,0.55,156,1,92.67,94.31,Low Risk,94.0,28.0,5.222,3952.0,1315.0,64.42,42.81,78.7,5352.0,React,Great work! Keep maintaining your current study habits.
LK0293,Diya Rastogi,diya.rastogi87@gmail.com,9535781245,13,6th,Mumbai,Springdales School,MERN Stack Basics - Batch 8,2024-06-24,2025-01-02,836,26,97,19,68.0,Explorer,8,Basic,LKDI4130,71.8,65.3,53.4,69.8,63.6,70.8,React,Html Css,3.0,5.0,0.0,5.0,7.0,5.0,6.0,6.0,4.0,7.0,4.0,4.0,5.0,4.0,6.0,5.0,4.0,7.0,18.0,37.0,61.0,93.0,131.0,170.0,212.0,256.0,302.0,350.0,399.0,448.0,497.0,554.0,613.0,683.0,755.0,836.0,5.0,8.0,7.2,129.0,0.73,192,1,65.78,67.11,Medium Risk,87.0,22.0,4.833,818.0,282.0,40.48,9.61,83.02,1133.33,React,Great work! Keep maintaining your current study habits.
LK0294,Tanvi Desai,tanvi.desai73@gmail.com,9517529990,13,8th,Mumbai,St. Xavier's School,MERN Stack Basics - Batch 7,2024-02-10,2025-02-17,4955,53,6,40,80.5,Explorer,6,Basic,LKTA3131,85.9,99.0,60.6,81.7,80.7,89.7,React,Javascript,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,130.0,293.0,471.0,653.0,862.0,1075.0,1323.0,1576.0,1838.0,2120.0,2416.0,2718.0,3033.0,3361.0,3725.0,4115.0,4506.0,4955.0,19.9,7.0,4.6,7.0,0.75,373,1,82.93,81.47,Low Risk,14.0,6.0,0.778,4825.0,1594.0,47.59,353.93,12.81,6595.0,React,Try to study at least 15 min every day to build a streak. | Increase weekly activity — aim for 5 active days per week.
LK0295,Advik Saxena,advik.saxena69@gmail.com,9238926345,11,8th,Pune,Modern School,MERN Stack Basics - Batch 7,2025-03-12,2025-06-01,4979,71,110,48,84.4,Innovator,10,Basic,LKAD2466,81.5,96.2,99.0,75.3,57.0,74.1,Express,React,2.0,1.0,6.0,6.0,6.0,7.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,6.0,4.0,6.0,4.0,4.0,91.0,247.0,406.0,589.0,807.0,1045.0,1289.0,1558.0,1860.0,2170.0,2489.0,2818.0,3153.0,3489.0,3844.0,4202.0,4578.0,4979.0,36.4,9.0,51.0,131.0,0.68,81,4,80.52,82.85,Low Risk,84.0,18.0,4.667,4888.0,1490.0,86.64,59.27,84.43,6492.33,Express,Great work! Keep maintaining your current study habits.
LK0296,Simran Desai,simran.desai45@gmail.com,9144626973,11,6th,Ahmedabad,Modern School,MERN Stack Basics - Batch 6,2024-08-14,2025-02-15,219,25,29,26,57.5,Beginner,5,Basic,LKSI8586,67.4,53.7,70.9,78.0,76.3,64.1,Javascript,Nodejs,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,4.0,5.0,5.0,4.0,6.0,4.0,10.0,16.0,22.0,30.0,40.0,50.0,61.0,73.0,87.0,102.0,117.0,133.0,150.0,167.0,184.0,201.0,219.0,10.8,19.0,5.8,38.0,1.04,185,0,68.4,61.86,Medium Risk,32.0,20.0,1.778,215.0,69.0,23.6,6.84,44.89,288.33,JavaScript,Revise quiz topics daily.
LK0297,Advik Srivastava,advik.srivastava65@gmail.com,9910603068,14,7th,Pune,Kendriya Vidyalaya,MERN Stack Basics - Batch 6,2024-10-23,2025-06-22,2174,56,22,1,94.5,Innovator,3,Pro,LKAD7124,91.3,81.9,99.0,99.0,89.1,94.8,Javascript,React,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,7.0,5.0,6.0,6.0,58.0,117.0,177.0,245.0,321.0,407.0,494.0,598.0,703.0,817.0,934.0,1072.0,1230.0,1404.0,1583.0,1765.0,1966.0,2174.0,5.5,17.0,2.8,28.0,0.02,242,4,92.52,93.71,Low Risk,30.0,24.0,1.667,2116.0,770.0,18.18,72.47,28.59,2962.0,JavaScript,Great work! Keep maintaining your current study habits.
